event_minute,realized_vol,mean_abs_ret,n_obs,realized_vol_bps,mean_abs_ret_bps
-83,0.0003638470720383188,0.00028163554887023726,35,3.638470720383188,2.8163554887023725
-82,0.0003219790450061275,0.0002575526631400038,35,3.2197904500612746,2.575526631400038
-81,0.00031834691986757496,0.00025815375119014406,35,3.1834691986757497,2.5815375119014408
-80,0.0002445683705398029,0.00017376985109304348,35,2.445683705398029,1.7376985109304348
-79,0.000297701607021415,0.00023896036565729568,35,2.97701607021415,2.3896036565729566
-78,0.00030184868379311996,0.0002476228110170707,35,3.0184868379311998,2.476228110170707
-77,0.0002422059715460139,0.00020524900530882105,35,2.422059715460139,2.0524900530882104
-76,0.0002903665335669279,0.00022745249214486713,35,2.903665335669279,2.274524921448671
-75,0.0002814102519219375,0.00022867353985530161,35,2.814102519219375,2.286735398553016
-74,0.00031622197126786165,0.0002571475516276678,35,3.1622197126786165,2.571475516276678
-73,0.00031195259694861337,0.0002588476070852457,35,3.1195259694861335,2.5884760708524572
-72,0.00028151407483648116,0.00023486557052265766,35,2.8151407483648114,2.3486557052265766
-71,0.00027747366140813044,0.00022625793459479633,35,2.7747366140813043,2.2625793459479633
-70,0.00026965520518652846,0.00021267579426610236,35,2.6965520518652846,2.1267579426610235
-69,0.00027851122230476087,0.00022173995030365338,35,2.7851122230476086,2.2173995030365337
-68,0.0002733124852701345,0.00023709735687244153,35,2.733124852701345,2.3709735687244153
-67,0.00032639028571268623,0.00024611762917154626,35,3.2639028571268622,2.4611762917154625
-66,0.00033043671590745515,0.0002649057298939336,35,3.3043671590745514,2.649057298939336
-65,0.0002328403522634384,0.0001831950013674596,35,2.328403522634384,1.8319500136745959
-64,0.00028687404476340517,0.0002337813772731932,35,2.868740447634052,2.337813772731932
-63,0.00030662083901934425,0.00023947633793984632,35,3.0662083901934425,2.394763379398463
-62,0.0003490318403464358,0.00027285818478074274,35,3.490318403464358,2.7285818478074275
-61,0.00024085815659241809,0.00019366188283852028,35,2.4085815659241807,1.9366188283852028
-60,0.00028646728087148844,0.00022438483215597875,35,2.8646728087148845,2.2438483215597875
-59,0.0003016068239493246,0.0002510984112498298,35,3.0160682394932463,2.5109841124982983
-58,0.00028612679233109433,0.00022753289571078028,35,2.8612679233109435,2.275328957107803
-57,0.00026844290914247433,0.00021813971007469084,35,2.6844290914247435,2.181397100746908
-56,0.0003133465335370105,0.00024893121165722016,35,3.133465335370105,2.4893121165722016
-55,0.0002750772923360762,0.00022390229405649465,35,2.750772923360762,2.2390229405649467
-54,0.00028583124221983854,0.00023297347812644936,35,2.8583124221983853,2.3297347812644937
-53,0.0003201084117614985,0.0002396419216218756,35,3.2010841176149847,2.396419216218756
-52,0.00034256519291988013,0.0002699778271918823,35,3.4256519291988012,2.699778271918823
-51,0.00030242737242213666,0.00021534948626370667,35,3.024273724221367,2.153494862637067
-50,0.0003295064046851571,0.0002837273697594916,35,3.295064046851571,2.8372736975949158
-49,0.0002537644864503506,0.000165690153170723,35,2.5376448645035063,1.65690153170723
-48,0.00027997013965161367,0.00020174111712713787,35,2.7997013965161366,2.0174111712713785
-47,0.000331220841940883,0.00026493825096878253,35,3.3122084194088304,2.6493825096878254
-46,0.0003749844183282803,0.0002824176294337479,35,3.749844183282803,2.824176294337479
-45,0.0002709864653976818,0.00022054863731015521,35,2.709864653976818,2.205486373101552
-44,0.0003604635221188209,0.0002948753035228029,35,3.6046352211882087,2.9487530352280293
-43,0.00034837072061301666,0.0002761787350503856,35,3.4837072061301666,2.761787350503856
-42,0.00029279148604283953,0.00022329840365316046,35,2.927914860428395,2.2329840365316045
-41,0.00025558722695088,0.00020922127195441525,35,2.5558722695088,2.0922127195441527
-40,0.00031409257362461523,0.00023444415172387982,35,3.1409257362461522,2.3444415172387982
-39,0.00037661751412980203,0.0002946517801455225,35,3.7661751412980204,2.946517801455225
-38,0.0003139391553599049,0.00024744689203914607,35,3.139391553599049,2.4744689203914607
-37,0.0002598108136312302,0.000191913790960336,35,2.5981081363123018,1.91913790960336
-36,0.0002522024166986343,0.00021663338061540368,35,2.522024166986343,2.1663338061540367
-35,0.00032550583192548875,0.0002741207542535611,35,3.2550583192548874,2.7412075425356113
-34,0.0003141559464569939,0.00024440598058487036,35,3.141559464569939,2.4440598058487035
-33,0.0002279105857220554,0.0001888467739358849,35,2.279105857220554,1.888467739358849
-32,0.0003319939540673443,0.0002822511209475615,35,3.319939540673443,2.822511209475615
-31,0.00026997106272516673,0.00022812755634323676,35,2.699710627251667,2.2812755634323674
-30,0.0003289894093214015,0.0002614165790836255,35,3.289894093214015,2.614165790836255
-29,0.00030316197235195083,0.00021942613192515686,35,3.0316197235195084,2.1942613192515688
-28,0.00031351476199764725,0.00024225592960672567,35,3.1351476199764727,2.4225592960672566
-27,0.0003213016176003181,0.00026828161088618326,35,3.2130161760031806,2.6828161088618327
-26,0.0003446596151010017,0.00029706511120879093,35,3.446596151010017,2.9706511120879093
-25,0.00034158120398870937,0.00027639656123018395,35,3.4158120398870935,2.7639656123018397
-24,0.00034299109069875846,0.0002836627968771361,35,3.4299109069875846,2.8366279687713614
-23,0.00030607811556330734,0.0002439908442378323,35,3.0607811556330735,2.4399084423783233
-22,0.00028202707168715585,0.00023550670732685067,35,2.8202707168715584,2.355067073268507
-21,0.00033258840214960467,0.000264496572931096,35,3.3258840214960466,2.6449657293109596
-20,0.00027108681149796396,0.00021068950694207443,35,2.7108681149796396,2.1068950694207444
-19,0.00026364952679802233,0.00020906429094143928,35,2.6364952679802234,2.0906429094143926
-18,0.0002969669316961066,0.0002458847593661773,35,2.9696693169610664,2.4588475936617726
-17,0.00031278894190784164,0.0002509244440405313,35,3.1278894190784166,2.509244440405313
-16,0.00029219827282923416,0.00022219223939998756,35,2.921982728292342,2.2219223939998756
-15,0.0003349367864672979,0.0002628299081334567,35,3.349367864672979,2.628299081334567
-14,0.0003526258135789319,0.00028772754251933056,35,3.526258135789319,2.8772754251933055
-13,0.00028248977550831335,0.0002408269442384941,35,2.8248977550831333,2.408269442384941
-12,0.00025385593810669745,0.00021208921308044638,35,2.5385593810669747,2.1208921308044637
-11,0.00028727684236558423,0.00024125888794647007,35,2.872768423655842,2.4125888794647006
-10,0.00028691265409154255,0.00022398612512140355,35,2.8691265409154254,2.2398612512140357
-9,0.00024178766530455703,0.00021306040097398085,35,2.41787665304557,2.1306040097398085
-8,0.0003135281816555883,0.00025591476828838364,35,3.135281816555883,2.5591476828838364
-7,0.0003283808921030182,0.0002563815361880931,35,3.283808921030182,2.563815361880931
-6,0.00036881436449662345,0.0003024662393447183,35,3.6881436449662344,3.024662393447183
-5,0.00030178716365332725,0.0002428696507064692,35,3.0178716365332723,2.428696507064692
-4,0.000278791524888981,0.00022702416579539276,35,2.78791524888981,2.2702416579539277
-3,0.0004022417662497185,0.00031804223420728306,35,4.022417662497185,3.1804223420728306
-2,0.0003821348890336307,0.00029890359437442066,35,3.821348890336307,2.9890359437442067
-1,0.0004243970378744321,0.0003431198363119543,35,4.24397037874432,3.4311983631195426
0,0.002470924572128578,0.0019610928293898513,35,24.70924572128578,19.610928293898514
1,0.002115724483085017,0.0016339861447961417,35,21.15724483085017,16.339861447961418
2,0.0021428460387356786,0.0018031140615568017,35,21.428460387356786,18.031140615568017
3,0.0022195580158527986,0.0018418660239402941,35,22.195580158527985,18.418660239402943
4,0.0017149210355631187,0.0013863283734738933,35,17.149210355631187,13.863283734738934
5,0.0018341385798083523,0.0014739756662193214,35,18.34138579808352,14.739756662193214
6,0.001169530941637702,0.0009110686329627019,35,11.69530941637702,9.110686329627018
7,0.001295841096127268,0.0010579328020986522,35,12.958410961272682,10.579328020986521
8,0.0011288995359156405,0.0008876126858250391,35,11.288995359156404,8.876126858250391
9,0.0009366280240085279,0.0008015799045466058,35,9.36628024008528,8.015799045466057
10,0.001019287712843743,0.0008084589393167363,35,10.19287712843743,8.084589393167363
11,0.0006387598406498643,0.0005099124011183319,35,6.387598406498643,5.099124011183319
12,0.0007115395370189428,0.0005658405043991622,35,7.115395370189429,5.658405043991621
13,0.0006545983035113555,0.0004898059013540948,35,6.545983035113555,4.898059013540948
14,0.0006067127362881867,0.0005026369332206571,35,6.067127362881867,5.026369332206571
15,0.000394668304933405,0.0003190359811995336,35,3.94668304933405,3.190359811995336
16,0.0005039713740226003,0.0003789659162649173,35,5.039713740226003,3.7896591626491727
17,0.00040226435115703444,0.0003098910047932739,35,4.022643511570345,3.098910047932739
18,0.0003335425573294507,0.0002627708912896257,35,3.335425573294507,2.627708912896257
19,0.00030376722627857247,0.00023678443304702462,35,3.0376722627857244,2.367844330470246
20,0.0002589014716982712,0.0002192342177393312,35,2.5890147169827116,2.192342177393312
21,0.0002905907721542839,0.0002290665946158502,35,2.905907721542839,2.290665946158502
22,0.00035782195473767767,0.00027300210762467106,35,3.5782195473767766,2.7300210762467105
23,0.0003139573378576535,0.00024051613315044003,35,3.139573378576535,2.4051613315044005
24,0.00028679602652379355,0.00022986102897054446,35,2.8679602652379357,2.2986102897054446
25,0.00031080261438837584,0.0002590566903950986,35,3.1080261438837584,2.590566903950986
26,0.00025631920593633973,0.00018693750737861187,35,2.5631920593633972,1.8693750737861186
27,0.0002882708758513012,0.00023630740612615243,35,2.882708758513012,2.3630740612615244
28,0.00031126813548010285,0.0002679802139226695,35,3.1126813548010284,2.6798021392266946
29,0.00030598672219735976,0.0002636311175934785,35,3.0598672219735974,2.6363111759347846
30,0.00033781461438728847,0.0002537948022668855,35,3.378146143872885,2.5379480226688553
31,0.0003073468486033011,0.0002537770115723552,35,3.073468486033011,2.537770115723552
32,0.00028147498261183536,0.00022609107843878055,35,2.8147498261183537,2.2609107843878054
33,0.00035058097054476356,0.0002911348861106587,35,3.5058097054476356,2.911348861106587
34,0.00032398962356728966,0.0002773048006251396,35,3.2398962356728966,2.773048006251396
35,0.0003447112008089388,0.0002752621388973507,35,3.447112008089388,2.7526213889735067
36,0.0002795005102380201,0.00021885066126589185,35,2.795005102380201,2.1885066126589185
37,0.00030825409005342245,0.00025278080193429683,35,3.0825409005342244,2.5278080193429684
38,0.00026438478819764023,0.0002201776468395573,35,2.643847881976402,2.2017764683955727
39,0.0003090756228715518,0.000251337559331282,35,3.0907562287155184,2.51337559331282
40,0.00026789592898977214,0.00021346865612049523,35,2.6789592898977213,2.134686561204952
41,0.00030701176309367884,0.00021597202304159322,35,3.0701176309367884,2.159720230415932
42,0.0003109047714008391,0.00026235732370705835,35,3.1090477140083914,2.6235732370705835
43,0.0003655239731070789,0.00029713914286766396,35,3.6552397310707887,2.9713914286766396
44,0.0002545351824820882,0.00021293375104214363,35,2.545351824820882,2.1293375104214363
45,0.00031585643900010357,0.000250313792883564,35,3.1585643900010356,2.5031379288356397
46,0.0003501477102769748,0.0002580306154816826,35,3.501477102769748,2.5803061548168262
47,0.0002630992472323948,0.0002113321116695488,35,2.630992472323948,2.113321116695488
48,0.0002924662907265878,0.0002161650696471895,35,2.9246629072658776,2.161650696471895
49,0.00035477505791228374,0.00027974561632098424,35,3.5477505791228374,2.7974561632098425
50,0.0002847710129527306,0.0002201181172849382,35,2.847710129527306,2.201181172849382
51,0.00031301289673665796,0.00023631275359759586,35,3.1301289673665798,2.3631275359759587
52,0.00031424035587213496,0.0002514193133198006,35,3.1424035587213495,2.514193133198006
53,0.0002673996140107678,0.0002254799910448619,35,2.673996140107678,2.254799910448619
54,0.0002964120577813211,0.0002346189950015644,35,2.964120577813211,2.346189950015644
55,0.00032975245019152365,0.0002731053848960536,35,3.2975245019152366,2.7310538489605363
56,0.0002807468431136066,0.00022076680512372247,35,2.807468431136066,2.2076680512372246
57,0.0003024230123437191,0.00022842015308793657,35,3.024230123437191,2.2842015308793657
58,0.00023310169170252242,0.00018015675809966833,35,2.331016917025224,1.8015675809966833
59,0.0002691229002329305,0.00021683236127150807,35,2.691229002329305,2.168323612715081
60,0.0002744430035821036,0.00021418210681904018,35,2.7444300358210363,2.141821068190402
61,0.0003040765968834205,0.0002443313704631578,35,3.040765968834205,2.443313704631578
62,0.00028902377593453506,0.00024175275030334628,35,2.8902377593453505,2.4175275030334626
63,0.0002813127611153161,0.00022595682818347436,35,2.813127611153161,2.259568281834744
64,0.0002918681529789977,0.0002445936869461564,35,2.918681529789977,2.445936869461564
65,0.000310395509410577,0.0002464471190315517,35,3.1039550941057703,2.464471190315517
66,0.0003496200911611984,0.00028816807530936166,35,3.496200911611984,2.8816807530936166
67,0.0002869537376068867,0.00022062029995448184,35,2.869537376068867,2.2062029995448182
68,0.0003295445512837464,0.0002674308535777722,35,3.295445512837464,2.674308535777722
69,0.00028999691013662063,0.00022368580476270138,35,2.899969101366206,2.2368580476270137
70,0.00028871030708115946,0.00023153281245253004,35,2.8871030708115946,2.3153281245253003
71,0.00030751380952025035,0.00023751095842889925,35,3.0751380952025036,2.3751095842889924
72,0.0003211071393328345,0.0002455051000123173,35,3.211071393328345,2.455051000123173
73,0.0002885074488921852,0.00022092144226409767,35,2.8850744889218523,2.2092144226409767
74,0.0003130108675634498,0.00022985690505140813,35,3.130108675634498,2.2985690505140814
75,0.00028703842718296146,0.00021071817992184905,35,2.8703842718296144,2.1071817992184907
76,0.00023978909762245338,0.00018944792836147632,35,2.397890976224534,1.8944792836147633
77,0.0002481559462834553,0.0002062330212996447,35,2.481559462834553,2.062330212996447
78,0.00032632560254526474,0.0002516949621477035,35,3.2632560254526473,2.5169496214770346
79,0.0003027323149856709,0.00023338379317893652,35,3.027323149856709,2.333837931789365
80,0.0003254274829172794,0.0002658493329140096,35,3.254274829172794,2.658493329140096
81,0.0002929775598051458,0.00023852734860366605,35,2.929775598051458,2.3852734860366605
82,0.00026483220016882395,0.00021676325156855724,35,2.6483220016882396,2.1676325156855722
83,0.00025974538618369426,0.00021733407801432592,35,2.5974538618369425,2.1733407801432594
84,0.0003191730880996578,0.00023928591950235858,35,3.191730880996578,2.392859195023586
85,0.000280441622111767,0.00022322062447552226,35,2.8044162211176697,2.2322062447552224
86,0.00030155632124975794,0.00023130105928496545,35,3.0155632124975793,2.3130105928496545
87,0.00031449872455323796,0.0002450763267388721,35,3.1449872455323797,2.450763267388721
88,0.00032461666807897166,0.00026655348414311876,35,3.2461666807897167,2.6655348414311875
89,0.0003032879076677597,0.00026351542756586355,35,3.032879076677597,2.6351542756586355
90,0.00026748672138962213,0.00022346719922552438,35,2.6748672138962215,2.234671992255244
91,0.0003047287633963336,0.00022819908221412635,35,3.047287633963336,2.2819908221412635
92,0.00031381613986299425,0.00025814702093914627,35,3.1381613986299426,2.5814702093914628
93,0.0003513321020145108,0.0002861063037476035,35,3.513321020145108,2.8610630374760353
94,0.000408123410238917,0.00033344877815803136,35,4.081234102389169,3.3344877815803136
95,0.00028481468758535133,0.0002139612895664048,35,2.848146875853513,2.139612895664048
96,0.00028635088581559497,0.00022230028909880111,35,2.86350885815595,2.223002890988011
97,0.0002841363574454015,0.00021409163984285686,35,2.841363574454015,2.1409163984285686
98,0.00027436102427751255,0.00023204384893316744,35,2.7436102427751257,2.3204384893316745
99,0.0002963211609396963,0.000248069105019003,35,2.963211609396963,2.48069105019003
100,0.00027808276147897024,0.00021982049748611336,35,2.780827614789702,2.1982049748611336
101,0.000288191246928894,0.0002281786185407039,35,2.88191246928894,2.281786185407039
102,0.0003602843743360352,0.00026891963974340984,35,3.602843743360352,2.6891963974340984
103,0.0002984652862853482,0.0002233100710610257,35,2.984652862853482,2.2331007106102567
104,0.00031929623048264393,0.00023598848701372583,35,3.1929623048264393,2.3598848701372583
105,0.00025274565588922555,0.00019210185260679476,35,2.5274565588922555,1.9210185260679475
106,0.00027285096394611655,0.00023296257454390456,35,2.7285096394611656,2.3296257454390457
107,0.0002395542802834077,0.00019772955629875354,35,2.3955428028340773,1.9772955629875355
108,0.0002678292491939551,0.00018309345187437844,35,2.678292491939551,1.8309345187437844
109,0.000242729755522499,0.00018930247587799646,35,2.42729755522499,1.8930247587799647
110,0.0002674316541027858,0.00022345673848681103,35,2.674316541027858,2.2345673848681105
111,0.00031427716706663756,0.0002503344039653196,35,3.1427716706663755,2.503344039653196
112,0.00027718098763916893,0.00023515123708501206,35,2.771809876391689,2.3515123708501204
113,0.00038196886356642155,0.0003031228010483135,35,3.8196886356642157,3.0312280104831353
114,0.0002511602126562433,0.0001884833070572459,35,2.5116021265624333,1.884833070572459
115,0.00032990927208470235,0.0002746362733112002,35,3.2990927208470233,2.746362733112002
116,0.00037314437142846964,0.00028883297324690764,35,3.7314437142846963,2.888329732469076
117,0.00024120076718469013,0.00019604306539799308,35,2.4120076718469012,1.9604306539799308
118,0.000340834565518071,0.00025501344010514515,35,3.40834565518071,2.5501344010514515
119,0.0002370517917910117,0.00019710888424866773,35,2.370517917910117,1.9710888424866773
120,0.00036708920909795344,0.00028760099837735914,35,3.6708920909795344,2.8760099837735913
