event_minute,mean,median,std
8,2.51896765537002,0.0,4.484387466876095
9,2.6930250443758155,1.4698858927019223,3.1074320601539807
10,3.201621575008715,1.6773811396146923,3.8893794138924833
11,3.629206780668484,1.408618443521373,5.059574833365129
12,1.75449721906062,0.4183496458358323,2.4522396407227554
13,2.6418131676823315,0.27535749396166714,3.5286437786098426
14,2.2820859186018168,1.6814630011394793,2.5478171843090824
15,2.50804839257485,0.7454497401140696,3.767486520607951
16,1.4486783071652665,0.0,2.331831160654232
17,2.498396956080136,1.6463656538655678,2.993270898923408
18,1.8078649620616272,0.3774934689017086,2.7118662340685806
19,2.5951809758268802,1.6547624880546767,3.421676532616262
20,1.507377038343167,0.9506639915853325,1.9463416478186741
21,2.3230422642251267,1.2015226809589088,2.996441114606146
22,2.194281431605593,1.9100037479239051,2.4334043323510457
23,2.637092856645486,2.4859499333150366,2.639756698586736
24,1.730134474288573,1.1243965420667024,1.8929934869597242
25,1.9337163403098225,0.9730192907696862,2.485909429829077
26,2.077588776113629,1.6305680432509018,2.5581250648927614
27,1.764533920987344,0.6033573302964468,3.0396877365979003
28,2.3309204649049646,0.4501552262411015,3.6793631780095373
29,1.9632332856148342,1.3258448855542375,2.130204721589404
30,2.1386756245077985,1.764929354925659,2.0758624233864107
31,1.2473234347373399,0.0,1.7048000835956427
32,1.428386971750576,0.8328264007694686,1.8105651745973887
33,2.1750073868195163,1.9927430975757836,2.3820794534891405
34,1.8102522902302882,1.7281226714391642,1.7965092606749131
35,1.8922388528325755,1.8560558049808606,1.7697580688892256
36,2.0010975265801054,1.7424901716167538,1.5875827954345212
37,1.3970438588922196,1.0162222577757487,1.640769445405972
38,2.019253664136927,1.4997962629927262,2.0634304577391296
39,1.5576454926529184,0.9394281342761803,1.8213359881896645
40,1.5394520073916709,0.7438445377816836,2.6798319752979762
41,1.5990132025491481,1.057540879195229,1.8441804720167527
42,1.5186927908101737,0.7642505273873494,2.0990600590433326
43,1.7269320938660704,1.3138300376866179,1.69842153647476
44,1.572173502179415,1.0621756195198406,2.1552878026152995
45,1.532114009443625,1.1307256837890973,2.164526833285873
46,1.5760179019378104,0.9681040548219111,1.7705008379053269
47,1.403394823334618,0.8394540203610552,1.92709513752118
48,1.6644398296786704,1.4879524748314041,2.00510988853298
49,1.5595334902879514,1.0045134172467254,2.2583276749184513
50,1.6102665208697162,1.2355294479622492,1.928532505188568
51,0.9757664292554409,0.9020931599138811,1.1509996466401762
52,1.6925052167455137,1.1480812398115676,2.1086405266807233
53,1.6790355294824546,1.1508911961271067,2.10366550001578
54,1.0907560415978796,0.5542396281275579,1.7326742623400124
55,1.0975838424465785,0.4186499370844286,1.673769000606718
56,1.1091473622863097,0.6797864293469404,1.498316855002621
57,1.3011596420469294,0.5675474699517434,1.7407223079413916
58,1.4392233513573072,0.882675078178764,1.85618055548434
59,1.521465737784582,1.5099909919917507,1.6952069053524494
60,1.6087663842822286,0.15833466379398445,2.305889347594035
61,1.1349924990064226,0.6747164798121703,1.3818834634778216
62,1.2496041297838545,1.1568804749725707,0.9672636806241284
63,7.0454038784003075,6.596693943396142,6.280031100228378
64,4.845189213558392,2.121298637838283,8.461274323270002
65,3.975489955142989,3.0454584838752075,4.681095142574465
66,3.035010166820531,3.312854551992894,3.06859429876607
67,2.0833439704771126,0.5351973281749639,2.88122525842661
68,4.027773299842443,3.6517225469628096,4.7014434190617695
69,2.1703014204974913,0.7498259841428812,2.4756976752609834
70,3.722423028636948,1.2146728180227473,7.100725116367095
71,3.157125526915498,1.5365291791913682,4.002244472648608
72,2.4028125305191077,1.4018516517944497,2.8279201234515905
73,2.8635128629196616,1.8766125775123181,3.3667531208623642
74,2.068409903334306,0.0,3.024965523257324
75,2.6670246937417628,1.5526070448496312,3.6009806481620266
76,2.860395932248837,2.5401834681776516,3.2613328892975533
77,2.3129612355460742,2.3217510892482496,2.4496671535262027
78,2.0367113558927072,0.35835840781469086,2.7066879688254555
79,2.1730371710238963,0.6808422476870385,2.833942580305243
80,2.8953120238504777,0.5144198871939195,4.058481437655148
81,2.9749789761347536,2.69385485101689,3.003470482025839
82,3.507485667527842,2.565075233422867,3.836693190627871
83,4.52722704993175,1.8445260863455348,8.576887629893022
84,3.3347311677636324,2.4613312993345873,3.3960974200818166
85,2.085928560100938,0.15557696721592554,3.625950434826473
86,3.1402271319027735,2.594439686473896,3.4943974368195327
87,2.0757947064836766,0.06466556908090564,3.5407544056955467
88,2.3229834932265163,1.895614480489621,2.3650790318894828
89,2.2237501233022443,0.7752397335305016,3.384422223687002
90,1.378695733922026,0.0,1.9284957196669552
91,2.041265561516846,1.3403822789068585,2.477359591708512
92,2.397382627037864,1.882704747703762,2.5356313925275025
93,2.599819036977299,1.9878565695032253,3.2689406619802104
94,3.337622857309455,2.723737868822343,3.578045545682264
95,2.4693549228005813,1.4847064015694027,2.5626125352433604
96,2.5085281161200896,2.499462287578737,2.616392954361467
97,2.4736836545817176,2.106094177790649,2.658657101262835
98,3.265934477619409,2.03259777965165,5.1363576381158085
99,2.10455339409379,0.4876934472262198,2.768176526075825
100,2.405021777644814,0.8576799335470893,3.108110979841898
101,2.3471993782065796,1.064113030277916,3.3068789382598207
102,2.1901048724051324,1.2929887498410428,2.5289789625543357
103,1.8886107108147645,0.0,2.336193219685271
104,1.9968024526561106,1.3403615128602144,2.198772727288422
105,2.301248107662291,1.8907861610952368,2.1159150823288493
106,2.167945373861396,1.6283561010780758,2.604029351773596
107,2.081930504983358,1.3879719082095439,2.3106980330541895
108,3.0049342710085107,2.6581244227750593,3.360649221191462
109,2.1546049778702665,1.7957956026126347,2.2383352163066252
110,2.333147311528293,0.0,3.176016894393878
111,1.4757527380065045,1.085811196303626,1.8168110578538008
112,1.844084710849969,0.24486299906336542,3.172044355472989
113,2.8239367812309375,1.655291536420048,3.689099394321537
114,1.7132639058160575,0.7973259905511313,2.3553862083454997
115,1.6095746775578288,0.0897753597638225,2.099012543773214
116,2.5224299226646227,0.9458902020986706,3.2143150892334753
117,1.9012185904140566,0.7735880844540193,2.37639330520591
118,2.7427752914511485,2.1719165871881563,3.527751794636567
119,2.0813914852645103,1.2909774611294924,2.6477522558741056
120,2.0025387955942753,1.6809541826795913,2.085634986156527
